Account Name,NIP*
GRUPA AUTO SP. Z O.O. SP. K.,6652999932
MCC POZNAŃ SP. Z O.O.,7811601783
KLG SP. Z O.O.,5542587062
GRUPA ANG S.A.,5213909027
MC-BAUCHEMIE SP. Z O.O.,7810019147
GRUDZEŃ LAS SP. Z O.O.,7681522624
KLEIB SP. Z O.O.,8882808730
MBP I SP. Z O.O.,7010034168
GRUBA RECYKLING SP. Z O.O.,5882412812
KLEEN - TEX POLSKA SP. Z O.O.,9511870913
MBM MEAT FOOD SP. Z O.O.,8222214332
KLC SEEDS SP. Z O.O.,6570386844
GROUPAUTO CEE,5213026322
MBL POLAND SP. Z O.O.,7710008003
GROSAR SP. Z O.O.,6870005444
KKS LECH POZNAŃ S.A.,7871938871
GROS KAPITAŁ INVEST SP. Z O.O. SP. J.,5252570053
MBA SYSTEM SP. Z O.O.,5242872114
KION BUSINESS SERVICES POLSKA SP. Z O.O.,6793094914
MB RECYCLING PRZEDSIĘBIORSTWO GOSPODARKI ODPADAMI,6572691847
GRIFFIN GROUP S.A.ENERGY SP. K.,9552446023
KINO ŚWIAT SP. Z O.O.,5213273776
GRIFFIN GROUP S.A.DEFENCE SP. K.,8520000654
MB RADOM SP. Z O.O.,5242910139
KINGSALMON SP. Z O.O.,5882447667
MB POZNAŃ SP. Z O.O.,7773196351
GRID DYNAMICS POLAND SP. Z O.O.,5252588225
KINESSO POLSKA SP. Z O.O.,5252803758
MĄCZKA SP. Z O.O.,9441995867
GRETO POLSKA SP. Z O.O.,5862355212
KIMBERLY CLARK EMEA GBS SERVICES SP. Z O.O.,7010444647
MAZURSKIE MEBLE SZYNAKA-INTERLINE SP. Z O.O.,8771445721
GRETA-PLUS ANNA GRETA SP. K.,7322205734
KIM SP. Z O.O.,9271777478
MAZURSKIE MEBLE SZYNAKA - LIVING SP. Z O.O.,7441741367
KIM JOHANSEN TRANSPORT POLAND SP. Z O.O.,7781449016
GRENOVA CAPITAL SP. Z O.O.,5272881230
MAZOWIECKIE SPECJALISTYCZNE CENTRUM ZDROWIA IM. PROF. JANA MAZURKIEWICZA W PRUSZKOWIE,5340012306
GRENE SP. Z O.O.,6651638528
KILOUTOU POLSKA SP. Z O.O.,1182083103
MAZOWIECKI SZPITAL ONKOLOGICZNY SP. Z O.O.,5242852488
GREINPLAST PLUS SP. Z O.O. SP. K.,5170358571
KIER SP. Z O.O.,5592058578
MAZOWIECKI PORT LOTNICZY WARSZAWA-MODLIN SP. Z O.O.,5221025337
KIELECKIE AUTOBUSY SPÓŁKA PRACOWNICZA SP. Z O.O.,9591803929
GREIF POLAND SP. Z O.O.,6423112695
MAZDA MOTOR LOGISTICS EUROPE SP. Z O.O. ODDZIAŁ W POLSCE,
KH GROUP SP. Z O.O.,5252950502
MAYR POLSKA SP. Z O.O.,6220023928
GREENPOINT S.A.,6760000782
KFS SP. Z O.O.,5223092355
GREEN SP. Z O.O. SP. K.,9571031576
MAX-PLON SP. Z O.O.,9191826341
KFM-FURNITURE SP. Z O.O.,8140002486
MAX-PHARMA SP. Z O.O.,6342858048
GREEN PETROL SP. Z O.O.,5621804654
KFD SP. Z O.O.,6312604082
MAXCOM S.A.,6462537364
GREEN BIKE POLAND SP. Z O.O.,7851759585
MAXCESS SP. Z O.O.,7811785783
KET POLAND SP. Z O.O.,8961582852
GRAŻKA SP. Z O.O.,5581879538
MAXMAJCHRZAK,6391001075
KERSIA POLSKA SP. Z O.O.,7772761056
GRASANT SP. Z O.O.,1990022974
MAX KRÓLIKOWSKA DANUTA SP. K.,5632448418
KERAKOLL POLSKA SP. Z O.O.,7251677318
GRANTTON SP. Z O.O. SP. K.,6682001016
MAWO TRADE SP. Z O.O.,6182157985
GRANT THORNTON FRĄCKOWIAK P.S.A.,7781476013
KENSUS SP. Z O.O. SP. K.,7010416013
MAVRO SP. Z O.O. SP. K.,5252838159
KENPOL HOLDING SP. Z O.O.,6272761354
GRANLAN SP. Z O.O.,9581658489
MATTHIAS SP. Z O.O.,9571077928
KEJT GŁADYSZ I WSPÓLNICY SP. K.,9482608502
GRAND PARADE SP. Z O.O.,6762437299
MATSUOKA SP. Z O.O.,6793127826
KEGEL-BŁAŻUSIAK TRADE SP. Z O.O. SP. K.,7352858760
GRAND MOORE SP. Z O.O.,8971794610
MATSUOKA MOTOR SP. Z O.O.,1181981567
KEDRION BIOPHARMA GMBH (SP. Z O.O.) ODDZIAŁ W POLSCE,1080022440
MATSERWIS SP. Z O.O.,6252365000
GRAM MARKET SP. Z O.O.,7743261227
KDPW_CCP S.A.,7010237032
MATRANS PAWEŁ CICHOCKI SP. K.,1132920040
GRAHAM PACKAGING POLAND SP. Z O.O.,9520008604
KCR PLACEMENT SP. Z O.O.,5213667506
MATPLAST SP. Z O.O.,1251586400
GRAFTON RECRUITMENT SP. Z O.O.,5272861049
KBR SERVICES, LLC (SP. Z O.O.) ODDZIAŁ W POLSCE,1080025668
MATEX SP. Z O.O.,6112484377
GRAFOTRONIC SP. Z O.O.,5272742793
MATECO PODESTY RUCHOME SP. Z O.O.,9542239908
KBR POLAND SP. Z O.O.,5811002722
GRAFORM SP. Z O.O.,9671432435
MASURIA RESORT INVESTMENTS SP. Z O.O.,5252695748
KBJ S.A.,7262571799
GRACO SP. Z O.O.,5270207357
KB SP. Z O.O.,6852026513
MASTERCARD EUROPE S.A. ODDZIAŁ W POLSCE,1070015237
GRABOWSKI FURNITURE LOGISTIC SP. Z O.O. SP. K.,5981638206
KATREX TRADE SP. Z O.O.,5213755446
MASTER TRANS LOGISTICS SP. Z O.O.,5732915960
GPEC EKSPERT SP. Z O.O.,5842552777
MASTER MARTINI POLSKA SP. Z O.O.,6772233049
KASTELL POSCHLOD MAJ SP. K.,8942568383
GPD SP. Z O.O. SP. K.,7811902177
KASPEDA SP. Z O.O.,1132939536
MASFROST SP. Z O.O.,8871003879
GOZDAWA SP. Z O.O.,6443100181
KAS-BUD SP. Z O.O. SP. K.,7861719179
MASCHIO-GASPARDO POLAND SP. Z O.O.,5252350995
GOTECH SP. Z O.O.,5992107027
KARPOL SP. Z O.O.,7641006106
MARY KAY COSMETICS POLAND SP. Z O.O.,9512069301
GOSPODARSTWO RYBACKIE GOSŁAWICE SP. Z O.O.,6652552177
KAROLINKA PROPERTY SP. Z O.O.,5272716614
MARVIPOL W APARTMENTS SP. Z O.O.,5272744496
GOSPODARSTWO PASIECZNE SĄDECKI BARTNIK SP. Z O.O.,7343533509
MARVIPOL NARWIK SP. Z O.O.,5272832303
KAROL SP. Z O.O. SP. K.,5372624840
GORZOWSKIE TOWARZYSTWO HANDLU ZAGRANICZNEGO GOREX,5990109499
MARTIN SP. Z O.O. SP.J.,5731035085
KAROL SP. Z O.O.,1132802926
MARTIN BAUER POLSKA SP. Z O.O.,6211003949
GORDOST SP. Z O.O.,5252603901
KAROL FUCHS, PIOTR SALAMON SP. J.,8971632706
MARSZAL LOGISTYKA SP. Z O.O. SP. K.,7412093032
GOOGLE CLOUD POLAND SP. Z O.O.,5252822767
KARLIK SP. Z O.O.,7822767843
MARSH SP. Z O.O.,5260204239
GOODSPEED SP. Z O.O.,5272640957
KARLIK SP. J.,7821014449
MARS DYSTRYBUCJA SP. Z O.O.,9222813889
GOMEZ SP. Z O.O. SP. K.,9721264099
KARL STORZ POLSKA SP. Z O.O.,6312655205
GOLD-TRADE SP. Z O.O.,7752668075
MAR-POL BIS SP. Z O.O.,5871735138
KARGO SP. Z O.O.,8741775483
GOLDENORE SP. Z O.O.,6342815553
MARLIN M. MAŁECKI SP. K.,6211820476
KAPPAHL POLSKA SP. Z O.O.,5262260963
GOLDEGS SP. Z O.O.,5732870128
MARKIT.PL SP. Z O.O.,7010044758
KAPITAN NAVI ELŻBIETA STRAMEK I WALDEMAR KARPIŃSKI SP.J.,8571699606
MARKISOL INTERNATIONAL LTD SP. Z O.O.,5880007674
GOLDBECK ELEMENTY POLSKA SP. Z O.O.,7773280057
KAPICA SP. Z O.O. SP. K.,7561976819
MARKETPROJEKT SP. Z O.O.,9290117659
GOLD PROJECT SP. Z O.O. SP. J.,5262627694
KAPEO POLSKA SP. Z O.O.,5891976939
MARKET ROLNICZY MINGE SP. Z O.O.,9950220117
GOLD DROP SP. Z O.O.,7370003649
KANTOR WYMIANY WALUT JAN GRODZICKI I JERZY MIELCZAREK,6851973303
MARKET PUNKT 4 PL SP. Z O.O. SP. K.,6770023773
GOING SP. Z O.O.,5272751272
KANTOR WYMIANY WALUT B. LEWOCKI, J.W. PREJS, M. WRÓBEL,8211020937
MARKAT SP. Z O.O.,5512312797
GO MOTORS SP. Z O.O.,9512520606
MARKAT PLUS SP. Z O.O. SP. K.,5512476398
KANTOR WYMIANY WALUT ALBERT DELIKAT PIOTR PISKADŁO SP.J.,8132296131
GNP DEC SP. K.,5222868457
KANTOR WYMIANY WALUT JOKER PIOTR SZCZEPANIAK SP. J.,7471010036
MARKA SP. Z O.O.,8681815338
GM GRAIN SP. Z O.O.,5732936353
KANTOR WYMIANY WALUT - SUCHORZEWSKI, DOMAŃSKI SP. J.,6222234919
MARK SPEDITION SP. Z O.O.,8513086873
GM COLOR SP. Z O.O.,9671196532
KANTAR POLSKA S.A.,5260211819
MARION SP. Z O.O.,9581394151
GŁÓWNY INSTYTUT GÓRNICTWA - PAŃSTWOWY INSTYTUT BADAWCZY,6340126016
KAN SP. Z O.O.,7251019880
MARINE PROJECTS LTD SP. Z O.O.,5830008648
GŁOGOWSKI SZPITAL POWIATOWY SP. Z O.O.,6932175190
KAMPOL LOGISTYKA SP. Z O.O.,9131613713
MARIMEX SP. Z O.O. SP. K.,6812053219
GLOBE TYRE GODAWSKI, LACHCIK SP. K.,8722378321
KAMIX SP. Z O.O.,5222623649
MARBRUK M. KWIATKOWSKI SP. K.,5552083736
GLOBE TRAVEL SERVICES POLAND S.A.,5213679544
MARBO SP. Z O.O.,7451850879
KALIZEA POLSKA SP. Z O.O.,8992522360
GLOBAL WORK SP. Z O.O.,6482631391
MARBET SP. Z O.O.,5471941897
KALISKA SPÓŁDZIELCZA GRUPA PRODUCENTÓW MLEKA,6182143500
GLOBAL SUB-TEL SP. Z O.O. SP. K.,7882028670
MARBET LIPSKO SP. Z O.O. SP. K.,5090066240
KAESER KOMPRESSOREN SP. Z O.O.,5220011480
MARBA-SPORT MARCIN MOCARSKI SP. K.,5892027642
GLOBAL SP. Z O.O.,5861048353
KAEFER S.A.,6480001303
MANULI HYDRAULICS MANUFACTURING SP. Z O.O.,2220877433
MANULI EKOBAL SP. Z O.O.,5272349015
KADEX AG GIBAŁA SP. K.,9482598330
GLOBAL INCOME SP. Z O.O.,5862167315
MANUFAKTURA PIWA WÓDKI I WINA S.A.,9462662680
KACZMARSKI GROUP SP. J.,8952053350
GLOBAL DYSTRYBUCJA SP. Z O.O.,2090001411
MAN-TRANS SP. Z O.O.,6462924612
KABLONEX NAWROCCY SP. J.,6070084790
GLOBAL COLORS POLSKA S.A.,6342422078
MANPOWERGROUP SOLUTIONS SP. Z O.O.,7010272979
KABARPOL7 SP. Z O.O. SP. K.,9571077561
GLOBAL AIRLINE SERVICES SP. Z O.O.,5222857979
MANITU SOLAR PL SP. Z O.O.,7010477196
KABANOS-MACHÓW CZUBA SP. K.,7162812803
GLENMARK PHARMACEUTICALS SP. Z O.O.,5272576515
MANHATTAN SP. Z O.O.,7811945985
KABAKO GRUPPE SP. Z O.O.,7171837518
GK ROBYG SP. Z O.O.,9512413684
MANGO POLSKA SP. Z O.O.,5262467859
K INVESTMENTS SP. Z O.O.,9731003816
GIZEH DISPOFORM SP. Z O.O.,8261003906
MANEX SP. Z O.O.,6760078040
K EXPORTS SP. Z O.O.,6751770115
GIEŁDA PRAW MAJĄTKOWYCH VINDEXUS S.A.,5261022345
MAŁOPOLSKIE PRZEDSIĘBIORSTWO GOSPODARKI ODPADAMI SP. Z O.O.,6762460430
K & K HYDROBUD SP. Z O.O.,7492036489
GIBAS SERVICE CENTER SP. Z O.O.,7642689024
MAŁOPOLSKA HODOWLA ROŚLIN SP. Z O.O.,6751000015
JZO S.A.,6111015261
GIACOMO CONTI SP. Z O.O. SP. K.,7792290766
MALTEUROP POLSKA SP. Z O.O.,5831160401
JY POLAND SP. Z O.O.,6762485312
GI GROUP SP. Z O.O.,9542440042
MAL-SPED SP. Z O.O.,7122876375
JWW INVEST S.A.,5213627116
GGG SP. Z O.O.,9482044896
MAL-POL ZAKŁAD POLIGRAFICZNY SP. Z O.O. SP. K.,8222354576
GG STORES SP. Z O.O. SP. K.,6772428876
JUST GYM SP. Z O.O.,5252600469
MAL-BUD-1 SP. Z O.O. SP. K.,5223028707
JURA POLAND SP. Z O.O.,9512367659
GFL SP. Z O.O.,5671837621
MALBOX SP. Z O.O.,6372211274
GF MACHINING SOLUTIONS SP. Z O.O.,1132369524
JUPITER BACH POLSKA SP. Z O.O.,8513171745
MAKSIMUM SP. Z O.O. HOLDING S.K.A.,6340125040
GF CORP SP. Z O.O. SP. K.,8952044411
JUNKOSPED SP. Z O.O.,1132939565
MAKROCHEM SP. Z O.O.,7123446530
GEZET SP. Z O.O. SP. K.,5993162347
JUMPER SP. Z O.O.,9542749928
MAKAR BAKALIE SP. Z O.O. SP. K.,9542750469
GETMOR SP. Z O.O. SP. K.,7571470872
MAK DOM HOLDING S.A.,5252734678
JT S.A.,7792298897
GETINGE POLSKA SP. Z O.O.,1131080431
MAJUMI CHEMICALS SP. Z O.O.,7962640137
JSPV SP. Z O.O.,6342899165
GERPOL SP. Z O.O.,5681545334
MAJSTER BUDOWLANE ABC SP. Z O.O.,8883093173
JOYSONQUIN AUTOMOTIVE SYSTEMS POLSKA SP. Z O.O.,8862273036
GERLACH S.A.,7990003388
MAJAMI SP. Z O.O. SP. K.,7692026001
JOWAT POLSKA SP. Z O.O. SP. K.,7811882569
GERDA SP. Z O.O.,6751341621
MAITROX POLAND SP. Z O.O.,5213798289
JOSERA PETFOOD SP. Z O.O.,7882034305
GERCZAK NORD-POL HATCHERY SP. K.,7441816881
MAINFREIGHT POLAND SP. Z O.O.,5342280548
JOMIRO SP. Z O.O.,6191899226
GEORG UTZ SP. Z O.O.,8992075777
MAHLE SHARED SERVICES POLAND SP. Z O.O.,8971836863
JOL-MARK SP. Z O.O.,5532532013
MAGYSTRAL - POLSKA SP. Z O.O.,1070006480
GENPACT SERVICES POLAND SP. Z O.O.,7831735216
JOKIEL SP. Z O.O. SP. K.,9231700587
GENPACT PL SP. Z O.O.,6772178988
MAG-TRANS SP. Z O.O. S.K.A.,8921465979
JNTL CONSUMER HEALTH (POLAND) SP. Z O.O.,5272980564
GENEZIS TRADE POLAND SP. Z O.O.,9372614128
MAGNOLIA PROPERTY SP. Z O.O.,5272644671
JMP FLOWERS PTASZEK SP. J.,5060114425
GENERON SP. Z O.O.,8762469751
MAGELLAN AEROSPACE (POLSKA) SP. Z O.O.,8172027578
JMJ SP. Z O.O. S.K.A.,6181795330
GENERALNE TOWARZYSTWO LEASINGOWE S.A.,5931040056
MAG - KRAK SP. Z O.O.,6780034235
JM TRADING SP. Z O.O.,6783155169
GENERALI POWSZECHNE TOWARZYSTWO EMERYTALNE S.A.,5212971343
MADMAX WORK SP. Z O.O. SP. K.,6342863925
JM NIERUCHOMOŚCI SP. Z O.O. S.K.A.,7773104633
MADAR SP. Z O.O. SP. K.,8513202233
GENERAL PROPERTY SP. Z O.O.,5242510894
JM INVEST GARKOWSKI, JEMO INVEST FUNDACJA RODZINNA W ORGANIZACJI SP.K.,5423234794
GENDERKA SP. Z O.O.,5542772061
MACGREGOR POLAND SP. Z O.O.,2040004198
J-LABS SP. Z O.O.,6793048386
GEMO POLAND SP. Z O.O.,9260000467
MABUCHI MOTOR POLAND SP. Z O.O.,6762519867
JIT TEAM SP. Z O.O.,9581635531
GEKOPLAST S.A.,6452506445
MABION S.A.,7752561383
JET STORY SP. Z O.O.,5272150584
MABAU SP. Z O.O.,1231308715
GEKO SP. Z O.O. SP. K.,7722420459
JET DP SP. Z O.O.,1231298508
GEGENBAUER POLSKA SP. Z O.O.,7781121190
MAAG GEAR SP. Z O.O.,5782571936
JENSON LOGISTICS SP. Z O.O.,5981595247
M.P.M. ZAGÓRSKI SP. K.,8222284031
GEBRUEDER PEITZ POLSKA SP. Z O.O.,6511470678
JELUX POLSKA SP. Z O.O.,6351830368
GEBHARDT-STAHL POLSKA SP. Z O.O.,6652556784
M.B.MARKET LTD. SP. Z O.O.,5270204198
JEDNOŚĆ SP. Z O.O.,6971645056
M.B.B. LOGISTICS SP. Z O.O. W UPADŁOŚCI,5981616110
GE VERNOVA INTERNATIONAL LLC (SP. Z O.O.) ODDZIAŁ,1070001554
JDM DEWELOPER SP. Z O.O.,9512457345
M.A.K. UBEZPIECZENIA SP. Z O.O.,5221023203
GDYŃSKA SPÓŁDZIELNIA MIESZKANIOWA,5860008392
JB PROPERTY GROUP SP. Z O.O.,9452181275
GDYNIA CONTAINER TERMINAL SP. Z O.O.,5860020200
M. KARLIK SP. K.,7822532985
JAWO SP. Z O.O.,6792710104
M. C. M. KLOSTERFRAU HEALTHCARE SP. Z O.O.,7010474677
JAWA RADLIŃSKI SZYMANEK SP. J.,5223001335
M&Z SP. Z O.O.,9581268400
G-CON SP. Z O.O.,5223036167
JAS WORLDWIDE POLAND SP. Z O.O.,5242402928
M&P PAVLINA SP. Z O.O. SP. K.,1251632608
GC ENERGY SP. Z O.O.,5170135842
JARZYNOVE SP. Z O.O. SP. K.,7773289437
M&K FOAM GMBH SP. Z O.O.,6660003806
GASTRO MAGAZYN SP. Z O.O.,5882446975
JANTEX FOODSERVICE GROUP SP. Z O.O.,9231693479
M&J SP. Z O.O.,9282063469
GAS TRADING PODKARPACIE SP. Z O.O.,8721644513
JANTAR LTD SP. Z O.O.,5870200808
M FOOD S.A.,7272757318
GARO POLSKA SP. Z O.O.,8513133236
JANIKOWO GP GMBH SP. K.,7811910395
M & L INVESTMENT SP. Z O.O.,7010827377
GARMOND PRESS SP. Z O.O.,6760078809
JAN ORCHOWSKI,JOLANTA RAĆKO SP. J.,5992925286
ŁUKOWA TOBACCO COMPANY HYZ, PĘKALA SP. J.,9182161327
GARDNER AEROSPACE OPERATIONS POLAND SP. Z O.O.,8171996341
JAMA SP. Z O.O.,8861841811
ŁÓDŹDIS SP. Z O.O.,7262186630
GARDENIA GROUP SKROBOL SP. K.,6381833839
JAKUBAS INVESTMENT SP. Z O.O.,5252620101
ŁÓDZKA SPÓŁKA INFRASTRUKTURALNA SP. Z O.O.,7251906517
GARBARNIA SZCZAKOWA S.A.,6321796454
JAKON INWEST 3 SP. Z O.O.,7811912879
ŁĄCZPOL SP. Z O.O.,5830004490
GAMET S.A.,7792140771
JAKMET SP. Z O.O.,8261004892
ŁAKOĆ SP. Z O.O.,5472079371
GAM SP. Z O.O.,8951781260
JAF POLSKA SP. Z O.O.,7773060321
ŁAGISZA GRUPA TAURON SP. Z O.O.,9542758850
JADAR SP. Z O.O.,7962865416
GALECO SP. Z O.O.,6792594371
LYRECO ADVANTAGE POLSKA SP. Z O.O.,5861049772
JACQUET POLSKA SP. Z O.O.,9542187577
GABONA SP. Z O.O. SP. K.,5213725126
LWZ SP. Z O.O.,8961554442
JABS SOKÓŁKA S.A.,5450000244
LUXIONA POLAND S.A.,6611005142
GABIT SP. Z O.O.,8421779315
J.P.J.AUTO SP. Z O.O.,9291639041
G8 S.A.,8151747126
LUXCOINS SP. Z O.O.,5372640968
J.P. TRANSPORT SP. Z O.O. SP. K.,5961748334
G.V.M.CARINT SP. Z O.O.,6772299255
LUMEL ALUCAST SP. Z O.O.,5272651470
IZOTECHNIK SP. Z O.O.,7740011688
LUMAG SP. Z O.O.,7642400940
G.M.B.T. MAGNUS S.A.,6581981272
IZOLBET SP. Z O.O.,9710721529
LUKULLUS SP. Z O.O. SP. K.,5311613983
FUTREX SP. Z O.O.,8561640149
FUSION INDUSTRIAL SP. Z O.O.,1132852597
IZODACH SP. Z O.O. SP. K.,8681819916
LUKRO SP. Z O.O.,7123373802
IZOBUD SP. Z O.O.,7561831498
FURNMASTER SP. Z O.O.,7792422021
LUFTHANSA CARGO S.A. ODDZIAŁ W POLSCE,5221087083
IWG MANAGEMENT SP. Z O.O.,5252648631
FURGONETKA SP. Z O.O. SP. K.,1132567365
LUCKY UNION FOODS - EURO SP. Z O.O.,8561738954
LUBLINDIS POLSKA SP. Z O.O.,9462651328
FUNDUSZ ROZWOJU SPÓŁEK S.A.,5250010114
IWAMET SP. Z O.O.,8652362199
FUNDUSZ GÓRNOŚLĄSKI S.A.,9541024666
LUBELSKA WYTWÓRNIA DŹWIGÓW OSOBOWYCH LIFT-SERVICE,7120102876
ITURRI POLAND SP. Z O.O.,5470288024
ITUM OWOCE SP. Z O.O.,6470510606
FUNDACJA DKMS,5222908659
LUBAU SP. Z O.O. S.K.A.,9522126549
FUGOR SP. Z O.O.,6210004527
ITS SP. Z O.O.,8151595627
LUBAR S.A.,6422585210
ITMAGINATION SP. Z O.O.,5272587128
FRYDENBO BOATS PRODUCTION SP. Z O.O. SP. K.,8461656197
LUANS SP. Z O.O.,6511716398
FRUTINA POLAND SP. Z O.O.,9540018327
ITM POLSKA SP. Z O.O.,7780000892
ITFS SP. Z O.O.,5842726852
FRUSTO SP. Z O.O.,5030078877
ITDS POLSKA SP. Z O.O.,7010520905
FRUIT-GROUP SP. Z O.O.,7972051307
FROST&MEAT BY MRÓZ SP. Z O.O.,6961757115
ITALINOX - POLSKA SP. Z O.O.,7781027812
FRONIUS POLSKA SP. Z O.O.,9691601384
ITALIAN PAPER SP. Z O.O.,5213551502
FRONHOFFS POLSKA SP. Z O.O.,5540309755
IT SOLUTION FACTOR SP. Z O.O.,5223088543
IT FASHION POLSKA GROUP & PARTNERS SP. Z O.O.,5252794723
FRIZO SP. Z O.O.,9571067640
FRESH POINT SP. Z O.O.,5223051362
IT - LOGISTICS SP. Z O.O.,5862139879
FRESH BOX SP. Z O.O.,7010337093
ISTRAIL SP. Z O.O.,4660282231
FREJA TRANSPORT & LOGISTICS,9552256133
ISTA POLSKA SP. Z O.O.,5251001318
FREIBERGER POLSKA SP. Z O.O.,1230777715
ISS WORLD SERVICES POLAND SP. Z O.O.,5252838478
FREE POLSKA,5252291850
ISRINGHAUSEN SP. Z O.O.,6312697379
FRAPO-INVEST SP. Z O.O.,6652952600
ISOPAK POLAND SP. Z O.O.,7282761586
FRAPO 1 SP. Z O.O.,6652990109
ISCAR-POLAND SP. Z O.O.,6340127866
FRANSPOL SP. Z O.O.,6651000599
IRON MOUNTAIN POLSKA SP. Z O.O.,5251419704
FRANKORT & KONING POLSKA SP. Z O.O.,6793006531
IREEF - Q22 PROPCO SP. Z O.O.,5272702049
FRANKLIN TEMPLETON INVESTMENTS POLAND SP. Z O.O.,5271902042
IQ METAL SP. Z O.O.,7752620602
FRANKE FOODSERVICE SYSTEMS POLAND SP. Z O.O.,5860007375
IPS BIEGAJŁO, ŁOJEWSKI SP. K.,5252538492
FRANK-CARS SP. Z O.O.,5732282035
IPF GROUP S.A.,7811921803
FRACHT S.A.,7591744746
IOW TRADE SP. Z O.O.,9521873072
FRAC BIS SP. Z O.O.,7010394240
INŻBUD TT SP. Z O.O.,6423206479
FOXTROT RENEWABLE ENERGY SP. Z O.O.,9512509214
INWESTYCJE MRUGALSKI S.K.A.,7822473811
FOUNDEVER POLAND SP. Z O.O.,5213307475
INWESTFARM SP. Z O.O. W LIKWIDACJI,6342858077
FOTOFORMA DRWIĘGA SP. K.,5252736068
INVESTTIRE SP. Z O.O.,5372404038
FOTOCERAMIKA SP. Z O.O. SP. Z O.O.,7343550815
INVESTORS HOLDING S.A.,5213557249
FORUM POLSKA UKRAINA SP. Z O.O.,7532461478
INVESTCARE S.A.,2220911383
FORUM KOSZALIN SP. Z O.O.,5252318477
INVESTA SP. Z O.O.,7642657461
FORUM GDAŃSK PROPERTY SP. Z O.O.,5833154089
INVEST TDJ ESTATE SP. Z O.O.,6452538669
FORTUM NETWORK WROCŁAW SP. Z O.O.,8952097034
INVEST MICHEL MARIOLA I MAREK MICHELIS SP. J.,8221844864
FORTREA POLAND SP. Z O.O.,5262232754
INVEST - TECH SP. Z O.O.,8792290755
FORTEC SP. Z O.O.,7773174088
INVER POLSKA SP. Z O.O.,5222523876
FORMFLEX SP. Z O.O.,7871990038
INVENA S.A.,6692205878
FORGAME SP. Z O.O.,8942961399
INVADO SP. Z O.O.,5750007575
FOREX POLSKA SP. Z O.O.,7811792903
INTOP TARNOBRZEG SP. Z O.O.,8671003691
FORDOŃSKA SPÓŁDZIELNIA MIESZKANIOWA,5540312183
FORCH-POLSKA SP. Z O.O.,5471871576
INTOP SKARBIMIERZYCE SP. Z O.O.,8513197644
FORBUILD S.A.,6581700296
INTERZERO ORGANIZACJA ODZYSKU OPAKOWAŃ S.A.,5213409980
FOR EVER SP. Z O.O.,5271010065
INTER-WEN SP. Z O.O.,6793118046
FOOD PARK KOWAL SP. Z O.O.,7331348315
INTER-WELM SP. Z O.O.,5470170311
FOOD KING PRODUCTION SP. Z O.O.,1182127094
INTER-VION S.A.,1130012031
FONTE SP. Z O.O.,5512613665
INTER-VAX SP. Z O.O.,5621004712
FONON SP. Z O.O.,5213702349
INTERTREND POLSKA SP. Z O.O.,5262789617
FONCIERE MYSŁOWICE SP. Z O.O.,6442312550
INTERTOLL POLSKA SP. Z O.O.,5851416737
FONBUD S.A.SP. K.,8951018357
INTERPLUS SP. Z O.O.,7532431661
FOLLETT EUROPE POLSKA SP. Z O.O.,6040018506
FOLIAREX SP. Z O.O.,5981493305
INTERNITY S.A.,5272397617
INTERNATIONAL PAPER POLSKA SP. Z O.O.,5992707690
FOLGA S.A.,9562344169
INTERMAX SP. Z O.O. SP. K.,8762206589
FOKUS PREMIUM SP. Z O.O.,5882409773
INTERMAG SP. Z O.O.,6370112065
FOCUS GARDEN SP. Z O.O.,7642696142
FMC TECHNOLOGIES SP. Z O.O.,6751340403
INTERLOGIS POLAND SP. Z O.O.,9512364106
FMC AGRO POLSKA SP. Z O.O.,5262896916
INTERKRĄŻ SP. Z O.O.,6372084798
FM GROUP WORLD ANDRZEJ TRAWIŃSKI SP.K.,8951870093
INTERIA.PL SP. Z O.O.,6772118727
FLYINGATOM GOLD SP. Z O.O.,9542798737
INTERGEM SP. Z O.O.,8992790468
FLOWAIR GŁOGOWSKI I BRZEZIŃSKI SP. J.,9581440661
INTERFIBER SP. Z O.O.,5213482008
FLOTA LOGISTIC BIS SP. Z O.O. SP. K.,6462576559
INTER-ELEKTRO S.A.,5242595927
FLEXOPACK POLSKA SP. Z O.O.,5792061237
FLEX RENT SP. Z O.O.,7010635672
INTERCARD SP. Z O.O.,6772247459
INTERBIS SP. Z O.O.,5842691912
FKS OKUCIA OKIENNE I DRZWIOWE SP. Z O.O.,6981550601
FIUKA POLSKA SP. Z O.O.,9131557759
INTER TRADE SP. Z O.O.,5482313420
FITNESS AUTHORITY SP. Z O.O.,9571037001
INTER SP. Z O.O.,7561953505
FISCHER POLSKA SP. Z O.O.,6792216060
INTER SICHERHEITS SERVICE SP. Z O.O.,5992756493
FISCHER AUTOMOTIVE SP. Z O.O. SP. K.,6631761591
INTER PARTNER ASSISTANCE POLSKA SP. Z O.O.,5251573813
FIS TECHNOLOGY SERVICES (POLAND) SP. Z O.O.,5262211769
INTER CARS MARKETING SERVICES SP. Z O.O.,7010261527
FIRMA ZAOPATRZENIA KORNER SP. Z O.O.,7721966570
INTER CARS FLEET SERVICES SP. Z O.O.,5213876061
FIRMA WIELOBRANŻOWA SUŻYW SP. Z O.O.,5521003110
INTER CARGO SP. Z O.O.,8971772442
FIRMA PRODUKCYJNO-HANDLOWA MULTIPAK T.IWANICKI,,6420410529
